time,u,v,w,p,q,r,phi,theta,psi,x,y,z,fx,fy,fz,mx,my,mz
3.17,10,58.5,0,0,0,0,0,0,0,31.8,34.2225,0,0,50,0,0,0,0
3.18,10,59,0,0,0,0,0,0,0,31.9,34.81,0,0,50,0,0,0,0
3.19,10,59.5,0,0,0,0,0,0,0,32,35.4025,0,0,50,0,0,0,0
3.2,10,60,0,0,0,0,0,0,0,32.1,36,0,0,50,0,0,0,0
3.21,10,60.5,0,0,0,0,0,0,0,32.2,36.6025,0,0,50,0,0,0,0
3.22,10,61,0,0,0,0,0,0,0,32.3,37.21,0,0,50,0,0,0,0
3.23,10,61.5,0,0,0,0,0,0,0,32.4,37.8225,0,0,50,0,0,0,0
3.24,10,62,0,0,0,0,0,0,0,32.5,38.44,0,0,50,0,0,0,0
3.25,10,62.5,0,0,0,0,0,0,0,32.6,39.0625,0,0,50,0,0,0,0
3.26,10,63,0,0,0,0,0,0,0,32.7,39.69,0,0,50,0,0,0,0
3.27,10,63.5,0,0,0,0,0,0,0,32.8,40.3225,0,0,50,0,0,0,0
3.28,10,64,0,0,0,0,0,0,0,32.9,40.96,0,0,50,0,0,0,0
3.29,10,64.5,0,0,0,0,0,0,0,33,41.6025,0,0,50,0,0,0,0
3.3,10,65,0,0,0,0,0,0,0,33.1,42.25,0,0,50,0,0,0,0
3.31,10,65.5,0,0,0,0,0,0,0,33.2,42.9025,0,0,50,0,0,0,0
3.32,10,66,0,0,0,0,0,0,0,33.3,43.56,0,0,50,0,0,0,0
3.33,10,66.5,0,0,0,0,0,0,0,33.4,44.2225,0,0,50,0,0,0,0
3.34,10,67,0,0,0,0,0,0,0,33.5,44.89,0,0,50,0,0,0,0
3.35,10,67.5,0,0,0,0,0,0,0,33.6,45.5625,0,0,50,0,0,0,0
3.36,10,68,0,0,0,0,0,0,0,33.7,46.24,0,0,50,0,0,0,0
3.37,10,68.5,0,0,0,0,0,0,0,33.8,46.9225,0,0,50,0,0,0,0
3.38,10,69,0,0,0,0,0,0,0,33.9,47.61,0,0,50,0,0,0,0
3.39,10,69.5,0,0,0,0,0,0,0,34,48.3025,0,0,50,0,0,0,0
3.4,10,70,0,0,0,0,0,0,0,34.1,49,0,0,50,0,0,0,0
3.41,10,70.5,0,0,0,0,0,0,0,34.2,49.7025,0,0,50,0,0,0,0
3.42,10,71,0,0,0,0,0,0,0,34.3,50.41,0,0,50,0,0,0,0
3.43,10,71.5,0,0,0,0,0,0,0,34.4,51.1225,0,0,50,0,0,0,0
3.44,10,72,0,0,0,0,0,0,0,34.5,51.84,0,0,50,0,0,0,0
3.45,10,72.5,0,0,0,0,0,0,0,34.6,52.5625,0,0,50,0,0,0,0
3.46,10,73,0,0,0,0,0,0,0,34.7,53.29,0,0,50,0,0,0,0
3.47,10,73.5,0,0,0,0,0,0,0,34.8,54.0225,0,0,50,0,0,0,0
3.48,10,74,0,0,0,0,0,0,0,34.9,54.76,0,0,50,0,0,0,0
3.49,10,74.5,0,0,0,0,0,0,0,35,55.5025,0,0,50,0,0,0,0
3.5,10,75,0,0,0,0,0,0,0,35.1,56.25,0,0,50,0,0,0,0
3.51,10,75.5,0,0,0,0,0,0,0,35.2,57.0025,0,0,50,0,0,0,0
3.52,10,76,0,0,0,0,0,0,0,35.3,57.76,0,0,50,0,0,0,0
3.53,10,76.5,0,0,0,0,0,0,0,35.4,58.5225,0,0,50,0,0,0,0
3.54,10,77,0,0,0,0,0,0,0,35.5,59.29,0,0,50,0,0,0,0
3.55,10,77.5,0,0,0,0,0,0,0,35.6,60.0625,0,0,50,0,0,0,0
3.56,10,78,0,0,0,0,0,0,0,35.7,60.84,0,0,50,0,0,0,0
3.57,10,78.5,0,0,0,0,0,0,0,35.8,61.6225,0,0,50,0,0,0,0
3.58,10,79,0,0,0,0,0,0,0,35.9,62.41,0,0,50,0,0,0,0
3.59,10,79.5,0,0,0,0,0,0,0,36,63.2025,0,0,50,0,0,0,0
3.6,10,80,0,0,0,0,0,0,0,36.1,64,0,0,50,0,0,0,0
3.61,10,80.5,0,0,0,0,0,0,0,36.2,64.8025,0,0,50,0,0,0,0
3.62,10,81,0,0,0,0,0,0,0,36.3,65.61,0,0,50,0,0,0,0
3.63,10,81.5,0,0,0,0,0,0,0,36.4,66.4225,0,0,50,0,0,0,0
3.64,10,82,0,0,0,0,0,0,0,36.5,67.24,0,0,50,0,0,0,0
3.65,10,82.5,0,0,0,0,0,0,0,36.6,68.0625,0,0,50,0,0,0,0
3.66,10,83,0,0,0,0,0,0,0,36.7,68.89,0,0,50,0,0,0,0
3.67,10,83.5,0,0,0,0,0,0,0,36.8,69.7225,0,0,50,0,0,0,0
3.68,10,84,0,0,0,0,0,0,0,36.9,70.56,0,0,50,0,0,0,0
3.69,10,84.5,0,0,0,0,0,0,0,37,71.4025,0,0,50,0,0,0,0
3.7,10,85,0,0,0,0,0,0,0,37.1,72.25,0,0,50,0,0,0,0
3.71,10,85.5,0,0,0,0,0,0,0,37.2,73.1025,0,0,50,0,0,0,0
3.72,10,86,0,0,0,0,0,0,0,37.3,73.96,0,0,50,0,0,0,0
3.73,10,86.5,0,0,0,0,0,0,0,37.4,74.8225,0,0,50,0,0,0,0
3.74,10,87,0,0,0,0,0,0,0,37.5,75.69,0,0,50,0,0,0,0
3.75,10,87.5,0,0,0,0,0,0,0,37.6,76.5625,0,0,50,0,0,0,0
3.76,10,88,0,0,0,0,0,0,0,37.7,77.44,0,0,50,0,0,0,0
3.77,10,88.5,0,0,0,0,0,0,0,37.8,78.3225,0,0,50,0,0,0,0
3.78,10,89,0,0,0,0,0,0,0,37.9,79.21,0,0,50,0,0,0,0
3.79,10,89.5,0,0,0,0,0,0,0,38,80.1025,0,0,50,0,0,0,0
3.8,10,90,0,0,0,0,0,0,0,38.1,81,0,0,50,0,0,0,0
3.81,10,90.5,0,0,0,0,0,0,0,38.2,81.9025,0,0,50,0,0,0,0
3.82,10,91,0,0,0,0,0,0,0,38.3,82.81,0,0,50,0,0,0,0
3.83,10,91.5,0,0,0,0,0,0,0,38.4,83.7225,0,0,50,0,0,0,0
3.84,10,92,0,0,0,0,0,0,0,38.5,84.64,0,0,50,0,0,0,0
3.85,10,92.5,0,0,0,0,0,0,0,38.6,85.5625,0,0,50,0,0,0,0
3.86,10,93,0,0,0,0,0,0,0,38.7,86.49,0,0,50,0,0,0,0
3.87,10,93.5,0,0,0,0,0,0,0,38.8,87.4225,0,0,50,0,0,0,0
3.88,10,94,0,0,0,0,0,0,0,38.9,88.36,0,0,50,0,0,0,0
3.89,10,94.5,0,0,0,0,0,0,0,39,89.3025,0,0,50,0,0,0,0
3.9,10,95,0,0,0,0,0,0,0,39.1,90.25,0,0,50,0,0,0,0
3.91,10,95.5,0,0,0,0,0,0,0,39.2,91.2025,0,0,50,0,0,0,0
3.92,10,96,0,0,0,0,0,0,0,39.3,92.16,0,0,50,0,0,0,0
3.93,10,96.5,0,0,0,0,0,0,0,39.4,93.1225,0,0,50,0,0,0,0
3.94,10,97,0,0,0,0,0,0,0,39.5,94.09,0,0,50,0,0,0,0
3.95,10,97.5,0,0,0,0,0,0,0,39.6,95.0625,0,0,50,0,0,0,0
3.96,10,98,0,0,0,0,0,0,0,39.7,96.04,0,0,50,0,0,0,0
3.97,10,98.5,0,0,0,0,0,0,0,39.8,97.0225,0,0,50,0,0,0,0
3.98,10,99,0,0,0,0,0,0,0,39.9,98.01,0,0,50,0,0,0,0
3.99,10,99.5,0,0,0,0,0,0,0,40,99.0025,0,0,50,0,0,0,0
4,10,100,0,0,0,0,0,0,0,40.1,100,0,0,50,0,0,0,0
4.01,10,100,0,0,0,0,0,0,0,40.2,101,0,0,0,0,0,0,0
4.02,10,100,0,0,0,0,0,0,0,40.3,102,0,0,0,0,0,0,0
4.03,10,100,0,0,0,0,0,0,0,40.4,103,0,0,0,0,0,0,0
4.04,10,100,0,0,0,0,0,0,0,40.5,104,0,0,0,0,0,0,0
4.05,10,100,0,0,0,0,0,0,0,40.6,105,0,0,0,0,0,0,0
4.06,10,100,0,0,0,0,0,0,0,40.7,106,0,0,0,0,0,0,0
4.07,10,100,0,0,0,0,0,0,0,40.8,107,0,0,0,0,0,0,0
4.08,10,100,0,0,0,0,0,0,0,40.9,108,0,0,0,0,0,0,0
4.09,10,100,0,0,0,0,0,0,0,41,109,0,0,0,0,0,0,0
4.1,10,100,0,0,0,0,0,0,0,41.1,110,0,0,0,0,0,0,0
4.11,10,100,0,0,0,0,0,0,0,41.2,111,0,0,0,0,0,0,0
4.12,10,100,0,0,0,0,0,0,0,41.3,112,0,0,0,0,0,0,0
4.13,10,100,0,0,0,0,0,0,0,41.4,113,0,0,0,0,0,0,0
4.14,10,100,0,0,0,0,0,0,0,41.5,114,0,0,0,0,0,0,0
4.15,10,100,0,0,0,0,0,0,0,41.6,115,0,0,0,0,0,0,0
4.16,10,100,0,0,0,0,0,0,0,41.7,116,0,0,0,0,0,0,0
4.17,10,100,0,0,0,0,0,0,0,41.8,117,0,0,0,0,0,0,0
4.18,10,100,0,0,0,0,0,0,0,41.9,118,0,0,0,0,0,0,0
4.19,10,100,0,0,0,0,0,0,0,42,119,0,0,0,0,0,0,0
4.2,10,100,0,0,0,0,0,0,0,42.1,120,0,0,0,0,0,0,0
4.21,10,100,0,0,0,0,0,0,0,42.2,121,0,0,0,0,0,0,0
4.22,10,100,0,0,0,0,0,0,0,42.3,122,0,0,0,0,0,0,0
4.23,10,100,0,0,0,0,0,0,0,42.4,123,0,0,0,0,0,0,0
4.24,10,100,0,0,0,0,0,0,0,42.5,124,0,0,0,0,0,0,0
4.25,10,100,0,0,0,0,0,0,0,42.6,125,0,0,0,0,0,0,0
4.26,10,100,0,0,0,0,0,0,0,42.7,126,0,0,0,0,0,0,0
4.27,10,100,0,0,0,0,0,0,0,42.8,127,0,0,0,0,0,0,0
4.28,10,100,0,0,0,0,0,0,0,42.9,128,0,0,0,0,0,0,0
4.29,10,100,0,0,0,0,0,0,0,43,129,0,0,0,0,0,0,0
4.3,10,100,0,0,0,0,0,0,0,43.1,130,0,0,0,0,0,0,0
4.31,10,100,0,0,0,0,0,0,0,43.2,131,0,0,0,0,0,0,0
4.32,10,100,0,0,0,0,0,0,0,43.3,132,0,0,0,0,0,0,0
4.33,10,100,0,0,0,0,0,0,0,43.4,133,0,0,0,0,0,0,0
4.34,10,100,0,0,0,0,0,0,0,43.5,134,0,0,0,0,0,0,0
4.35,10,100,0,0,0,0,0,0,0,43.6,135,0,0,0,0,0,0,0
4.36,10,100,0,0,0,0,0,0,0,43.7,136,0,0,0,0,0,0,0
4.37,10,100,0,0,0,0,0,0,0,43.8,137,0,0,0,0,0,0,0
4.38,10,100,0,0,0,0,0,0,0,43.9,138,0,0,0,0,0,0,0
4.39,10,100,0,0,0,0,0,0,0,44,139,0,0,0,0,0,0,0
4.4,10,100,0,0,0,0,0,0,0,44.1,140,0,0,0,0,0,0,0
4.41,10,100,0,0,0,0,0,0,0,44.2,141,0,0,0,0,0,0,0
4.42,10,100,0,0,0,0,0,0,0,44.3,142,0,0,0,0,0,0,0
4.43,10,100,0,0,0,0,0,0,0,44.4,143,0,0,0,0,0,0,0
4.44,10,100,0,0,0,0,0,0,0,44.5,144,0,0,0,0,0,0,0
4.45,10,100,0,0,0,0,0,0,0,44.6,145,0,0,0,0,0,0,0
4.46,10,100,0,0,0,0,0,0,0,44.7,146,0,0,0,0,0,0,0
4.47,10,100,0,0,0,0,0,0,0,44.8,147,0,0,0,0,0,0,0
4.48,10,100,0,0,0,0,0,0,0,44.9,148,0,0,0,0,0,0,0
4.49,10,100,0,0,0,0,0,0,0,45,149,0,0,0,0,0,0,0
4.5,10,100,0,0,0,0,0,0,0,45.1,150,0,0,0,0,0,0,0
4.51,10,100,0,0,0,0,0,0,0,45.2,151,0,0,0,0,0,0,0
4.52,10,100,0,0,0,0,0,0,0,45.3,152,0,0,0,0,0,0,0
4.53,10,100,0,0,0,0,0,0,0,45.4,153,0,0,0,0,0,0,0
4.54,10,100,0,0,0,0,0,0,0,45.5,154,0,0,0,0,0,0,0
4.55,10,100,0,0,0,0,0,0,0,45.6,155,0,0,0,0,0,0,0
4.56,10,100,0,0,0,0,0,0,0,45.7,156,0,0,0,0,0,0,0
4.57,10,100,0,0,0,0,0,0,0,45.8,157,0,0,0,0,0,0,0
4.58,10,100,0,0,0,0,0,0,0,45.9,158,0,0,0,0,0,0,0
4.59,10,100,0,0,0,0,0,0,0,46,159,0,0,0,0,0,0,0
4.6,10,100,0,0,0,0,0,0,0,46.1,160,0,0,0,0,0,0,0
4.61,10,100,0,0,0,0,0,0,0,46.2,161,0,0,0,0,0,0,0
4.62,10,100,0,0,0,0,0,0,0,46.3,162,0,0,0,0,0,0,0
4.63,10,100,0,0,0,0,0,0,0,46.4,163,0,0,0,0,0,0,0
4.64,10,100,0,0,0,0,0,0,0,46.5,164,0,0,0,0,0,0,0
4.65,10,100,0,0,0,0,0,0,0,46.6,165,0,0,0,0,0,0,0
4.66,10,100,0,0,0,0,0,0,0,46.7,166,0,0,0,0,0,0,0
4.67,10,100,0,0,0,0,0,0,0,46.8,167,0,0,0,0,0,0,0
4.68,10,100,0,0,0,0,0,0,0,46.9,168,0,0,0,0,0,0,0
4.69,10,100,0,0,0,0,0,0,0,47,169,0,0,0,0,0,0,0
4.7,10,100,0,0,0,0,0,0,0,47.1,170,0,0,0,0,0,0,0
4.71,10,100,0,0,0,0,0,0,0,47.2,171,0,0,0,0,0,0,0
4.72,10,100,0,0,0,0,0,0,0,47.3,172,0,0,0,0,0,0,0
4.73,10,100,0,0,0,0,0,0,0,47.4,173,0,0,0,0,0,0,0
4.74,10,100,0,0,0,0,0,0,0,47.5,174,0,0,0,0,0,0,0
4.75,10,100,0,0,0,0,0,0,0,47.6,175,0,0,0,0,0,0,0
4.76,10,100,0,0,0,0,0,0,0,47.7,176,0,0,0,0,0,0,0
4.77,10,100,0,0,0,0,0,0,0,47.8,177,0,0,0,0,0,0,0
4.78,10,100,0,0,0,0,0,0,0,47.9,178,0,0,0,0,0,0,0
4.79,10,100,0,0,0,0,0,0,0,48,179,0,0,0,0,0,0,0
4.8,10,100,0,0,0,0,0,0,0,48.1,180,0,0,0,0,0,0,0
4.81,10,100,0,0,0,0,0,0,0,48.2,181,0,0,0,0,0,0,0
4.82,10,100,0,0,0,0,0,0,0,48.3,182,0,0,0,0,0,0,0
4.83,10,100,0,0,0,0,0,0,0,48.4,183,0,0,0,0,0,0,0
4.84,10,100,0,0,0,0,0,0,0,48.5,184,0,0,0,0,0,0,0
4.85,10,100,0,0,0,0,0,0,0,48.6,185,0,0,0,0,0,0,0
4.86,10,100,0,0,0,0,0,0,0,48.7,186,0,0,0,0,0,0,0
4.87,10,100,0,0,0,0,0,0,0,48.8,187,0,0,0,0,0,0,0
4.88,10,100,0,0,0,0,0,0,0,48.9,188,0,0,0,0,0,0,0
4.89,10,100,0,0,0,0,0,0,0,49,189,0,0,0,0,0,0,0
4.9,10,100,0,0,0,0,0,0,0,49.1,190,0,0,0,0,0,0,0
4.91,10,100,0,0,0,0,0,0,0,49.2,191,0,0,0,0,0,0,0
4.92,10,100,0,0,0,0,0,0,0,49.3,192,0,0,0,0,0,0,0
4.93,10,100,0,0,0,0,0,0,0,49.4,193,0,0,0,0,0,0,0
4.94,10,100,0,0,0,0,0,0,0,49.5,194,0,0,0,0,0,0,0
4.95,10,100,0,0,0,0,0,0,0,49.6,195,0,0,0,0,0,0,0
4.96,10,100,0,0,0,0,0,0,0,49.7,196,0,0,0,0,0,0,0
4.97,10,100,0,0,0,0,0,0,0,49.8,197,0,0,0,0,0,0,0
4.98,10,100,0,0,0,0,0,0,0,49.9,198,0,0,0,0,0,0,0
4.99,10,100,0,0,0,0,0,0,0,50,199,0,0,0,0,0,0,0
5,10,100,0,0,0,0,0,0,0,50.1,200,0,0,0,0,0,0,0
5.01,10.25,99.9747,0,0,0,0.5,0,0,0.0025,50.2,201,0,0,0,0,0,0,10
5.02,10.9995,99.895,0,0,0,1,0,0,0.01,50.3,202,0,0,0,0,0,0,10
5.03,12.2473,99.7497,0,0,0,1.5,0,0,0.0225,50.4,203,0,0,0,0,0,0,10
5.04,13.9909,99.5201,0,0,0,2,0,0,0.04,50.5,204,0,0,0,0,0,0,10
5.05,16.2264,99.1802,0,0,0,2.5,0,0,0.0625,50.6,205,0,0,0,0,0,0,10
5.06,18.9474,98.6965,0,0,0,3,0,0,0.09,50.7,206,0,0,0,0,0,0,10
5.07,22.1444,98.0287,0,0,0,3.5,0,0,0.1225,50.8,207,0,0,0,0,0,0,10
5.08,25.8041,97.1295,0,0,0,4,0,0,0.16,50.9,208,0,0,0,0,0,0,10
5.09,29.9076,95.9455,0,0,0,4.5,0,0,0.2025,51,209,0,0,0,0,0,0,10
5.1,34.4295,94.4172,0,0,0,5,0,0,0.25,51.1,210,0,0,0,0,0,0,10
5.11,39.3367,92.4804,0,0,0,5.5,0,0,0.3025,51.2,211,0,0,0,0,0,0,10
5.12,44.5864,90.0669,0,0,0,6,0,0,0.36,51.3,212,0,0,0,0,0,0,10
5.13,50.1249,87.1063,0,0,0,6.5,0,0,0.4225,51.4,213,0,0,0,0,0,0,10
5.14,55.8859,83.527,0,0,0,7,0,0,0.49,51.5,214,0,0,0,0,0,0,10
5.15,61.7895,79.2594,0,0,0,7.5,0,0,0.5625,51.6,215,0,0,0,0,0,0,10
5.16,67.7405,74.2376,0,0,0,8,0,0,0.64,51.7,216,0,0,0,0,0,0,10
5.17,73.6278,68.4029,0,0,0,8.5,0,0,0.7225,51.8,217,0,0,0,0,0,0,10
5.18,79.3237,61.707,0,0,0,9,0,0,0.81,51.9,218,0,0,0,0,0,0,10
5.19,84.6843,54.1162,0,0,0,9.5,0,0,0.9025,52,219,0,0,0,0,0,0,10
5.2,89.5501,45.6155,0,0,0,10,0,0,1,52.1,220,0,0,0,0,0,0,10
5.21,93.7475,36.2133,0,0,0,10.5,0,0,1.1025,52.2,221,0,0,0,0,0,0,10
5.22,97.0918,25.9458,0,0,0,11,0,0,1.21,52.3,222,0,0,0,0,0,0,10
5.23,99.3908,14.882,0,0,0,11.5,0,0,1.3225,52.4,223,0,0,0,0,0,0,10
5.24,100.45,3.12787,0,0,0,12,0,0,1.44,52.5,224,0,0,0,0,0,0,10
5.25,100.08,-9.16993,0,0,0,12.5,0,0,1.5625,52.6,225,0,0,0,0,0,0,10
5.26,98.1012,-21.8211,0,0,0,13,0,0,1.69,52.7,226,0,0,0,0,0,0,10
5.27,94.3584,-34.5902,0,0,0,13.5,0,0,1.8225,52.8,227,0,0,0,0,0,0,10
5.28,88.7267,-47.1971,0,0,0,14,0,0,1.96,52.9,228,0,0,0,0,0,0,10
5.29,81.1246,-59.3195,0,0,0,14.5,0,0,2.1025,53,229,0,0,0,0,0,0,10
5.3,71.5258,-70.5978,0,0,0,15,0,0,2.25,53.1,230,0,0,0,0,0,0,10
5.31,59.9712,-80.6439,0,0,0,15.5,0,0,2.4025,53.2,231,0,0,0,0,0,0,10
5.32,46.58,-89.0522,0,0,0,16,0,0,2.56,53.3,232,0,0,0,0,0,0,10
5.33,31.5591,-95.4149,0,0,0,16.5,0,0,2.7225,53.4,233,0,0,0,0,0,0,10
5.34,15.2102,-99.341,0,0,0,17,0,0,2.89,53.5,234,0,0,0,0,0,0,10
5.35,-2.06692,-100.477,0,0,0,17.5,0,0,3.0625,53.6,235,0,0,0,0,0,0,10
5.36,-19.7755,-98.5338,0,0,0,18,0,0,3.24,53.7,236,0,0,0,0,0,0,10
5.37,-37.3297,-93.3084,0,0,0,18.5,0,0,3.4225,53.8,237,0,0,0,0,0,0,10
5.38,-54.0683,-84.7147,0,0,0,19,0,0,3.61,53.9,238,0,0,0,0,0,0,10
5.39,-69.2764,-72.8061,0,0,0,19.5,0,0,3.8025,54,239,0,0,0,0,0,0,10
5.4,-82.2155,-57.7976,0,0,0,20,0,0,4,54.1,240,0,0,0,0,0,0,10
5.41,-92.1596,-40.0818,0,0,0,20.5,0,0,4.2025,54.2,241,0,0,0,0,0,0,10
5.42,-98.44,-20.2361,0,0,0,21,0,0,4.41,54.2999,242,0,0,0,0,0,0,10
5.43,-100.494,0.980106,0,0,0,21.5,0,0,4.6225,54.3999,243,0,0,0,0,0,0,10
5.44,-97.9144,22.642,0,0,0,22,0,0,4.84,54.4999,244,0,0,0,0,0,0,10
5.45,-90.5045,43.6901,0,0,0,22.5,0,0,5.0625,54.5999,245,0,0,0,0,0,0,10
5.46,-78.3187,62.9765,0,0,0,23,0,0,5.29,54.6999,246,0,0,0,0,0,0,10
5.47,-61.7013,79.3271,0,0,0,23.5,0,0,5.5225,54.7998,247,0,0,0,0,0,0,10
5.48,-41.3063,91.6166,0,0,0,24,0,0,5.76,54.8998,248,0,0,0,0,0,0,10
5.49,-18.0984,98.8546,0,0,0,24.5,0,0,6.0025,54.9997,248.999,0,0,0,0,0,0,10
5.5,6.66981,100.276,0,0,0,25,0,0,6.25,55.0997,249.999,0,0,0,0,0,0,10
5.51,31.5089,95.4301,0,0,0,25.5,0,0,6.5025,55.1996,250.999,0,0,0,0,0,0,10
5.52,54.7718,84.2599,0,0,0,26,0,0,6.76,55.2996,251.999,0,0,0,0,0,0,10
5.53,74.7598,67.161,0,0,0,26.5,0,0,7.0225,55.3995,252.999,0,0,0,0,0,0,10
5.54,89.8523,45.0127,0,0,0,27,0,0,7.29,55.4994,253.999,0,0,0,0,0,0,10
5.55,98.651,19.1701,0,0,0,27.5,0,0,7.5625,55.5993,254.999,0,0,0,0,0,0,10
5.56,100.128,-8.58756,0,0,0,28,0,0,7.84,55.6992,255.999,0,0,0,0,0,0,10
5.57,93.7659,-36.1572,0,0,0,28.5,0,0,8.1225,55.7991,256.999,0,0,0,0,0,0,10
5.58,79.6654,-61.2595,0,0,0,29,0,0,8.41,55.899,257.999,0,0,0,0,0,0,10
5.59,58.6189,-81.6275,0,0,0,29.5,0,0,8.7025,55.9988,258.999,0,0,0,0,0,0,10
5.6,32.118,-95.2237,0,0,0,30,0,0,9,56.0987,259.998,0,0,0,0,0,0,10
5.61,2.29379,-100.468,0,0,0,30.5,0,0,9.3025,56.1985,260.998,0,0,0,0,0,0,10
5.62,-28.2207,-96.4494,0,0,0,31,0,0,9.61,56.2983,261.998,0,0,0,0,0,0,10
5.63,-56.5039,-83.1028,0,0,0,31.5,0,0,9.9225,56.3981,262.998,0,0,0,0,0,0,10
5.64,-79.6217,-61.3108,0,0,0,32,0,0,10.24,56.4979,263.998,0,0,0,0,0,0,10
5.65,-94.947,-32.9172,0,0,0,32.5,0,0,10.5625,56.5976,264.997,0,0,0,0,0,0,10
5.66,-100.488,-0.628434,0,0,0,33,0,0,10.89,56.6973,265.997,0,0,0,0,0,0,10
5.67,-95.1898,32.2027,0,0,0,33.5,0,0,11.2225,56.797,266.997,0,0,0,0,0,0,10
5.68,-79.1578,61.9027,0,0,0,34,0,0,11.56,56.8966,267.997,0,0,0,0,0,0,10
5.69,-53.7732,84.8889,0,0,0,34.5,0,0,11.9025,56.9963,268.997,0,0,0,0,0,0,10
5.7,-21.6539,98.1252,0,0,0,35,0,0,12.25,57.0958,269.996,0,0,0,0,0,0,10
5.71,13.5503,99.5669,0,0,0,35.5,0,0,12.6025,57.1954,270.996,0,0,0,0,0,0,10
5.72,47.5305,88.531,0,0,0,36,0,0,12.96,57.2949,271.996,0,0,0,0,0,0,10
5.73,75.8314,65.9254,0,0,0,36.5,0,0,13.3225,57.3943,272.995,0,0,0,0,0,0,10
5.74,94.4506,34.283,0,0,0,37,0,0,13.69,57.4938,273.995,0,0,0,0,0,0,10
5.75,100.449,-2.43721,0,0,0,37.5,0,0,14.0625,57.5931,274.994,0,0,0,0,0,0,10
5.76,92.4781,-39.2843,0,0,0,38,0,0,14.44,57.6924,275.994,0,0,0,0,0,0,10
5.77,71.1357,-70.9559,0,0,0,38.5,0,0,14.8225,57.7917,276.994,0,0,0,0,0,0,10
5.78,39.0544,-92.5706,0,0,0,39,0,0,15.21,57.8909,277.993,0,0,0,0,0,0,10
5.79,0.683733,-100.467,0,0,0,39.5,0,0,15.6025,57.99,278.992,0,0,0,0,0,0,10
5.8,-38.2535,-92.8988,0,0,0,40,0,0,16,58.089,279.992,0,0,0,0,0,0,10
5.81,-71.5788,-70.494,0,0,0,40.5,0,0,16.4025,58.188,280.991,0,0,0,0,0,0,10
5.82,-93.6493,-36.3609,0,0,0,41,0,0,16.81,58.2869,281.991,0,0,0,0,0,0,10
5.83,-100.368,4.22353,0,0,0,41.5,0,0,17.2225,58.3857,282.99,0,0,0,0,0,0,10
5.84,-90.0358,44.5472,0,0,0,42,0,0,17.64,58.4844,283.989,0,0,0,0,0,0,10
5.85,-63.8581,77.5388,0,0,0,42.5,0,0,18.0625,58.5831,284.988,0,0,0,0,0,0,10
5.86,-25.9736,97.0291,0,0,0,43,0,0,18.49,58.6816,285.988,0,0,0,0,0,0,10
5.87,17.0746,98.979,0,0,0,43.5,0,0,18.9225,58.78,286.987,0,0,0,0,0,0,10
5.88,57.3885,82.4257,0,0,0,44,0,0,19.36,58.8783,287.986,0,0,0,0,0,0,10
5.89,87.1447,49.922,0,0,0,44.5,0,0,19.8025,58.9765,288.985,0,0,0,0,0,0,10
5.9,100.159,7.3111,0,0,0,45,0,0,20.25,59.0745,289.984,0,0,0,0,0,0,10
5.91,93.2754,-37.2,0,0,0,45.5,0,0,20.7025,59.1725,290.983,0,0,0,0,0,0,10
5.92,67.2588,-74.5596,0,0,0,46,0,0,21.16,59.2702,291.981,0,0,0,0,0,0,10
5.93,26.939,-96.7255,0,0,0,46.5,0,0,21.6225,59.3679,292.98,0,0,0,0,0,0,10
5.94,-19.5233,-98.4833,0,0,0,47,0,0,22.09,59.4653,293.979,0,0,0,0,0,0,10
5.95,-62.1863,-78.8128,0,0,0,47.5,0,0,22.5625,59.5626,294.977,0,0,0,0,0,0,10
5.96,-91.4346,-41.4331,0,0,0,48,0,0,23.04,59.6597,295.976,0,0,0,0,0,0,10
5.97,-100.214,5.70172,0,0,0,48.5,0,0,23.5225,59.7567,296.974,0,0,0,0,0,0,10
5.98,-85.8717,51.9567,0,0,0,49,0,0,24.01,59.8534,297.972,0,0,0,0,0,0,10
5.99,-51.1137,86.365,0,0,0,49.5,0,0,24.5025,59.95,298.97,0,0,0,0,0,0,10
6,-3.72451,100.278,0,0,0,50,0,0,25,60.0463,299.968,0,0,0,0,0,0,10
6.01,44.781,89.7887,0,0,0,50,0,0,25.5,60.1423,300.966,0,0,0,0,0,0,0
6.02,82.3237,57.3413,0,0,0,50,0,0,26,60.2382,301.964,0,0,0,0,0,0,0
6.03,99.7237,10.8762,0,0,0,50,0,0,26.5,60.3337,302.962,0,0,0,0,0,0,0
6.04,92.7294,-38.2393,0,0,0,50,0,0,27,60.4291,303.96,0,0,0,0,0,0,0
6.05,63.0568,-77.9918,0,0,0,50,0,0,27.5,60.5241,304.957,0,0,0,0,0,0,0
6.06,17.9678,-98.6606,0,0,0,50,0,0,28,60.619,305.955,0,0,0,0,0,0,0
6.07,-31.5063,-95.1946,0,0,0,50,0,0,28.5,60.7135,306.952,0,0,0,0,0,0,0
6.08,-73.2641,-68.4464,0,0,0,50,0,0,29,60.8079,307.95,0,0,0,0,0,0,0
6.09,-97.0941,-24.9631,0,0,0,50,0,0,29.5,60.902,308.947,0,0,0,0,0,0,0
6.1,-97.1717,24.6165,0,0,0,50,0,0,30,60.9958,309.944,0,0,0,0,0,0,0
6.11,-73.4829,68.165,0,0,0,50,0,0,30.5,61.0894,310.941,0,0,0,0,0,0,0
6.12,-31.8265,95.0324,0,0,0,50,0,0,31,61.1827,311.938,0,0,0,0,0,0,0
