time,u,v,w,p,q,r,phi,theta,psi,x,y,z,fx,fy,fz,mx,my,mz
6.13,17.6053,98.651,0,0,0,50,0,0,31.5,61.2758,312.935,0,0,0,0,0,0,0
6.14,62.7208,78.1407,0,0,0,50,0,0,32,61.3687,313.932,0,0,0,0,0,0,0
6.15,92.4864,38.5229,0,0,0,50,0,0,32.5,61.4613,314.929,0,0,0,0,0,0,0
6.16,99.6254,-10.5086,0,0,0,50,0,0,33,61.5537,315.926,0,0,0,0,0,0,0
6.17,82.3963,-56.9595,0,0,0,50,0,0,33.5,61.6458,316.922,0,0,0,0,0,0,0
6.18,45.0182,-89.4695,0,0,0,50,0,0,34,61.7376,317.919,0,0,0,0,0,0,0
6.19,-3.36263,-100.09,0,0,0,50,0,0,34.5,61.8293,318.915,0,0,0,0,0,0,0
6.2,-50.9108,-86.2281,0,0,0,50,0,0,35,61.9206,319.912,0,0,0,0,0,0,0
6.21,-85.9972,-51.2794,0,0,0,50,0,0,35.5,62.0118,320.908,0,0,0,0,0,0,0
6.22,-100.043,-3.79601,0,0,0,50,0,0,36,62.1026,321.904,0,0,0,0,0,0,0
6.23,-89.617,44.6058,0,0,0,50,0,0,36.5,62.1933,322.9,0,0,0,0,0,0,0
6.24,-57.2746,82.0877,0,0,0,50,0,0,37,62.2837,323.896,0,0,0,0,0,0,0
6.25,-10.9307,99.4846,0,0,0,50,0,0,37.5,62.3738,324.892,0,0,0,0,0,0,0
6.26,38.0769,92.5457,0,0,0,50,0,0,38,62.4637,325.888,0,0,0,0,0,0,0
6.27,77.7612,62.9734,0,0,0,50,0,0,38.5,62.5534,326.884,0,0,0,0,0,0,0
6.28,98.4183,18.0051,0,0,0,50,0,0,39,62.6428,327.88,0,0,0,0,0,0,0
6.29,94.9998,-31.3574,0,0,0,50,0,0,39.5,62.7319,328.875,0,0,0,0,0,0,0
6.3,68.3468,-73.0401,0,0,0,50,0,0,40,62.8208,329.871,0,0,0,0,0,0,0
6.31,24.983,-96.8498,0,0,0,50,0,0,40.5,62.9095,330.866,0,0,0,0,0,0,0
6.32,-24.482,-96.9668,0,0,0,50,0,0,41,62.9979,331.862,0,0,0,0,0,0,0
6.33,-67.9488,-73.3675,0,0,0,50,0,0,41.5,63.0861,332.857,0,0,0,0,0,0,0
6.34,-94.7874,-31.8289,0,0,0,50,0,0,42,63.174,333.852,0,0,0,0,0,0,0
6.35,-98.4372,17.4858,0,0,0,50,0,0,42.5,63.2617,334.847,0,0,0,0,0,0,0
6.36,-78.0102,62.5135,0,0,0,50,0,0,43,63.3492,335.842,0,0,0,0,0,0,0
6.37,-38.5077,92.242,0,0,0,50,0,0,43.5,63.4364,336.837,0,0,0,0,0,0,0
6.38,10.4047,99.4036,0,0,0,50,0,0,44,63.5233,337.832,0,0,0,0,0,0,0
6.39,56.7621,82.2514,0,0,0,50,0,0,44.5,63.61,338.827,0,0,0,0,0,0,0
6.4,89.2268,44.9857,0,0,0,50,0,0,45,63.6965,339.822,0,0,0,0,0,0,0
6.41,99.8614,-3.2749,0,0,0,50,0,0,45.5,63.7827,340.816,0,0,0,0,0,0,0
6.42,86.0696,-50.7243,0,0,0,50,0,0,46,63.8687,341.811,0,0,0,0,0,0,0
6.43,51.2296,-85.7576,0,0,0,50,0,0,46.5,63.9544,342.805,0,0,0,0,0,0,0
6.44,3.86716,-99.8087,0,0,0,50,0,0,47,64.0399,343.8,0,0,0,0,0,0,0
6.45,-44.4312,-89.4456,0,0,0,50,0,0,47.5,64.1251,344.794,0,0,0,0,0,0,0
6.46,-81.8523,-57.2079,0,0,0,50,0,0,48,64.2101,345.788,0,0,0,0,0,0,0
6.47,-99.246,-10.9849,0,0,0,50,0,0,48.5,64.2948,346.782,0,0,0,0,0,0,0
6.48,-92.3623,37.9149,0,0,0,50,0,0,49,64.3793,347.776,0,0,0,0,0,0,0
6.49,-62.89,77.5313,0,0,0,50,0,0,49.5,64.4636,348.77,0,0,0,0,0,0,0
6.5,-18.0421,98.1766,0,0,0,50,0,0,50,64.5476,349.764,0,0,0,0,0,0,0
6.51,31.2091,94.8053,0,0,0,50,0,0,50.5,64.6313,350.758,0,0,0,0,0,0,0
6.52,72.8168,68.2472,0,0,0,50,0,0,51,64.7148,351.752,0,0,0,0,0,0,0
6.53,96.6061,25.0027,0,0,0,50,0,0,51.5,64.7981,352.745,0,0,0,0,0,0,0
6.54,96.7624,-24.348,0,0,0,50,0,0,52,64.8811,353.739,0,0,0,0,0,0,0
6.55,73.2523,-67.7332,0,0,0,50,0,0,52.5,64.9639,354.732,0,0,0,0,0,0,0
6.56,31.831,-94.543,0,0,0,50,0,0,53,65.0465,355.725,0,0,0,0,0,0,0
6.57,-17.3668,-98.2237,0,0,0,50,0,0,53.5,65.1288,356.719,0,0,0,0,0,0,0
6.58,-62.3067,-77.8799,0,0,0,50,0,0,54,65.2108,357.712,0,0,0,0,0,0,0
6.59,-91.9981,-38.4925,0,0,0,50,0,0,54.5,65.2926,358.705,0,0,0,0,0,0,0
6.6,-99.1822,10.3013,0,0,0,50,0,0,55,65.3742,359.698,0,0,0,0,0,0,0
6.61,-82.1067,56.5652,0,0,0,50,0,0,55.5,65.4555,360.691,0,0,0,0,0,0,0
6.62,-44.953,88.9847,0,0,0,50,0,0,56,65.5365,361.684,0,0,0,0,0,0,0
6.63,3.18756,99.6333,0,0,0,50,0,0,56.5,65.6174,362.677,0,0,0,0,0,0,0
6.64,50.5384,85.9112,0,0,0,50,0,0,57,65.698,363.669,0,0,0,0,0,0,0
6.65,85.5185,51.1798,0,0,0,50,0,0,57.5,65.7783,364.662,0,0,0,0,0,0,0
6.66,99.575,3.93795,0,0,0,50,0,0,58,65.8584,365.654,0,0,0,0,0,0,0
6.67,89.2744,-44.2571,0,0,0,50,0,0,58.5,65.9382,366.647,0,0,0,0,0,0,0
6.68,57.1411,-81.6175,0,0,0,50,0,0,59,66.0178,367.639,0,0,0,0,0,0,0
6.69,11.0389,-99.0079,0,0,0,50,0,0,59.5,66.0972,368.631,0,0,0,0,0,0,0
6.7,-37.7536,-92.1792,0,0,0,50,0,0,60,66.1763,369.623,0,0,0,0,0,0,0
6.71,-77.3019,-62.8066,0,0,0,50,0,0,60.5,66.2552,370.616,0,0,0,0,0,0,0
6.72,-97.9353,-18.0789,0,0,0,50,0,0,61,66.3338,371.608,0,0,0,0,0,0,0
6.73,-94.6112,31.0613,0,0,0,50,0,0,61.5,66.4122,372.599,0,0,0,0,0,0,0
6.74,-68.1477,72.594,0,0,0,50,0,0,62,66.4903,373.591,0,0,0,0,0,0,0
6.75,-25.0221,96.3629,0,0,0,50,0,0,62.5,66.5682,374.583,0,0,0,0,0,0,0
6.76,24.2144,96.5582,0,0,0,50,0,0,63,66.6459,375.575,0,0,0,0,0,0,0
6.77,67.5182,73.1372,0,0,0,50,0,0,63.5,66.7233,376.566,0,0,0,0,0,0,0
6.78,94.2991,31.833,0,0,0,50,0,0,64,66.8005,377.558,0,0,0,0,0,0,0
6.79,98.0106,-17.2482,0,0,0,50,0,0,64.5,66.8774,378.549,0,0,0,0,0,0,0
6.8,77.7498,-62.1005,0,0,0,50,0,0,65,66.9541,379.54,0,0,0,0,0,0,0
6.81,38.477,-91.7548,0,0,0,50,0,0,65.5,67.0305,380.532,0,0,0,0,0,0,0
6.82,-10.1982,-98.9613,0,0,0,50,0,0,66,67.1067,381.523,0,0,0,0,0,0,0
6.83,-56.369,-81.9622,0,0,0,50,0,0,66.5,67.1826,382.514,0,0,0,0,0,0,0
6.84,-88.7432,-44.9202,0,0,0,50,0,0,67,67.2583,383.505,0,0,0,0,0,0,0
6.85,-99.4057,3.1006,0,0,0,50,0,0,67.5,67.3338,384.496,0,0,0,0,0,0,0
6.86,-85.7531,50.353,0,0,0,50,0,0,68,67.409,385.486,0,0,0,0,0,0,0
6.87,-51.1298,85.28,0,0,0,50,0,0,68.5,67.484,386.477,0,0,0,0,0,0,0
6.88,-4.0084,99.3418,0,0,0,50,0,0,69,67.5587,387.468,0,0,0,0,0,0,0
6.89,44.0835,89.1035,0,0,0,50,0,0,69.5,67.6332,388.458,0,0,0,0,0,0,0
6.9,81.3833,57.0742,0,0,0,50,0,0,70,67.7075,389.449,0,0,0,0,0,0,0
6.91,98.7704,11.0924,0,0,0,50,0,0,70.5,67.7815,390.439,0,0,0,0,0,0,0
6.92,91.9964,-37.5927,0,0,0,50,0,0,71,67.8552,391.429,0,0,0,0,0,0,0
6.93,62.7233,-77.0731,0,0,0,50,0,0,71.5,67.9287,392.419,0,0,0,0,0,0,0
6.94,18.1153,-97.6946,0,0,0,50,0,0,72,68.002,393.41,0,0,0,0,0,0,0
6.95,-30.9139,-94.4175,0,0,0,50,0,0,72.5,68.0751,394.4,0,0,0,0,0,0,0
6.96,-72.3719,-68.0482,0,0,0,50,0,0,73,68.1478,395.39,0,0,0,0,0,0,0
6.97,-96.1203,-25.0412,0,0,0,50,0,0,73.5,68.2204,396.379,0,0,0,0,0,0,0
6.98,-96.3545,24.0814,0,0,0,50,0,0,74,68.2927,397.369,0,0,0,0,0,0,0
6.99,-73.0221,67.3038,0,0,0,50,0,0,74.5,68.3647,398.359,0,0,0,0,0,0,0
7,-31.8348,94.0558,0,0,0,50,0,0,75,68.4366,399.348,0,0,0,0,0,0,0
7.01,17.1301,97.798,0,0,0,50,0,0,75.5,68.5081,400.338,0,0,0,0,0,0,0
7.02,61.8949,77.6197,0,0,0,50,0,0,76,68.5795,401.327,0,0,0,0,0,0,0
7.03,91.5121,38.4614,0,0,0,50,0,0,76.5,68.6506,402.317,0,0,0,0,0,0,0
7.04,98.7408,-10.0956,0,0,0,50,0,0,77,68.7214,403.306,0,0,0,0,0,0,0
7.05,81.8178,-56.1733,0,0,0,50,0,0,77.5,68.792,404.295,0,0,0,0,0,0,0
7.06,44.8873,-88.5023,0,0,0,50,0,0,78,68.8624,405.284,0,0,0,0,0,0,0
7.07,-3.01403,-99.1785,0,0,0,50,0,0,78.5,68.9325,406.273,0,0,0,0,0,0,0
7.08,-50.1681,-85.5952,0,0,0,50,0,0,79,69.0024,407.262,0,0,0,0,0,0,0
7.09,-85.0421,-51.0798,0,0,0,50,0,0,79.5,69.072,408.251,0,0,0,0,0,0,0
7.1,-99.1091,-4.0785,0,0,0,50,0,0,80,69.1414,409.239,0,0,0,0,0,0,0
7.11,-88.9328,43.9105,0,0,0,50,0,0,80.5,69.2105,410.228,0,0,0,0,0,0,0
7.12,-57.0074,81.1496,0,0,0,50,0,0,81,69.2795,411.216,0,0,0,0,0,0,0
7.13,-11.1457,98.5333,0,0,0,50,0,0,81.5,69.3481,412.205,0,0,0,0,0,0,0
7.14,37.4324,91.8139,0,0,0,50,0,0,82,69.4165,413.193,0,0,0,0,0,0,0
7.15,76.8449,62.6399,0,0,0,50,0,0,82.5,69.4847,414.181,0,0,0,0,0,0,0
7.16,97.4544,18.1515,0,0,0,50,0,0,83,69.5527,415.17,0,0,0,0,0,0,0
7.17,94.224,-30.7671,0,0,0,50,0,0,83.5,69.6204,416.158,0,0,0,0,0,0,0
7.18,67.9488,-72.1503,0,0,0,50,0,0,84,69.6878,417.146,0,0,0,0,0,0,0
7.19,25.0602,-95.8782,0,0,0,50,0,0,84.5,69.755,418.134,0,0,0,0,0,0,0
7.2,-23.9487,-96.1511,0,0,0,50,0,0,85,69.822,419.121,0,0,0,0,0,0,0
7.21,-67.0899,-72.9072,0,0,0,50,0,0,85.5,69.8887,420.109,0,0,0,0,0,0,0
7.22,-93.8131,-31.8364,0,0,0,50,0,0,86,69.9552,421.097,0,0,0,0,0,0,0
7.23,-97.5857,17.0124,0,0,0,50,0,0,86.5,70.0215,422.084,0,0,0,0,0,0,0
7.24,-77.4899,61.6899,0,0,0,50,0,0,87,70.0875,423.072,0,0,0,0,0,0,0
7.25,-38.4457,91.2699,0,0,0,50,0,0,87.5,70.1533,424.059,0,0,0,0,0,0,0
7.26,9.99342,98.5207,0,0,0,50,0,0,88,70.2188,425.047,0,0,0,0,0,0,0
7.27,55.9781,81.6737,0,0,0,50,0,0,88.5,70.2841,426.034,0,0,0,0,0,0,0
7.28,88.2619,44.8543,0,0,0,50,0,0,89,70.3491,427.021,0,0,0,0,0,0,0
7.29,98.9517,-2.92784,0,0,0,50,0,0,89.5,70.4139,428.008,0,0,0,0,0,0,0
7.3,85.4375,-49.9839,0,0,0,50,0,0,90,70.4785,428.995,0,0,0,0,0,0,0
7.31,51.0297,-84.8049,0,0,0,50,0,0,90.5,70.5428,429.982,0,0,0,0,0,0,0
7.32,4.14825,-98.8768,0,0,0,50,0,0,91,70.6068,430.968,0,0,0,0,0,0,0
7.33,-43.738,-88.7624,0,0,0,50,0,0,91.5,70.6707,431.955,0,0,0,0,0,0,0
7.34,-80.9166,-56.9405,0,0,0,50,0,0,92,70.7343,432.942,0,0,0,0,0,0,0
7.35,-98.2968,-11.1987,0,0,0,50,0,0,92.5,70.7976,433.928,0,0,0,0,0,0,0
7.36,-91.6317,37.2725,0,0,0,50,0,0,93,70.8607,434.915,0,0,0,0,0,0,0
7.37,-62.5566,76.6174,0,0,0,50,0,0,93.5,70.9236,435.901,0,0,0,0,0,0,0
7.38,-18.1874,97.2147,0,0,0,50,0,0,94,70.9862,436.887,0,0,0,0,0,0,0
7.39,30.6207,94.0309,0,0,0,50,0,0,94.5,71.0486,437.873,0,0,0,0,0,0,0
7.4,71.9293,67.8495,0,0,0,50,0,0,95,71.1108,438.859,0,0,0,0,0,0,0
7.41,95.6367,25.0789,0,0,0,50,0,0,95.5,71.1727,439.845,0,0,0,0,0,0,0
7.42,95.9481,-23.8166,0,0,0,50,0,0,96,71.2344,440.831,0,0,0,0,0,0,0
7.43,72.7923,-66.8767,0,0,0,50,0,0,96.5,71.2958,441.817,0,0,0,0,0,0,0
7.44,31.8378,-93.5709,0,0,0,50,0,0,97,71.357,442.803,0,0,0,0,0,0,0
7.45,-16.8951,-97.3738,0,0,0,50,0,0,97.5,71.4179,443.788,0,0,0,0,0,0,0
7.46,-61.4855,-77.3601,0,0,0,50,0,0,98,71.4786,444.774,0,0,0,0,0,0,0
7.47,-91.0283,-38.4297,0,0,0,50,0,0,98.5,71.5391,445.759,0,0,0,0,0,0,0
7.48,-98.3011,9.89162,0,0,0,50,0,0,99,71.5993,446.745,0,0,0,0,0,0,0
7.49,-81.5297,55.7835,0,0,0,50,0,0,99.5,71.6593,447.73,0,0,0,0,0,0,0
7.5,-44.8212,88.0222,0,0,0,50,0,0,100,71.719,448.715,0,0,0,0,0,0,0
7.51,2.84202,98.7254,0,0,0,50,0,0,100.5,71.7785,449.7,0,0,0,0,0,0,0
7.52,49.8001,85.2801,0,0,0,50,0,0,101,71.8378,450.685,0,0,0,0,0,0,0
7.53,84.5681,50.9796,0,0,0,50,0,0,101.5,71.8968,451.67,0,0,0,0,0,0,0
7.54,98.6451,4.21765,0,0,0,50,0,0,102,71.9556,452.655,0,0,0,0,0,0,0
7.55,88.5923,-43.566,0,0,0,50,0,0,102.5,72.0141,453.64,0,0,0,0,0,0,0
7.56,56.8736,-80.6842,0,0,0,50,0,0,103,72.0724,454.624,0,0,0,0,0,0,0
7.57,11.2513,-98.0607,0,0,0,50,0,0,103.5,72.1305,455.609,0,0,0,0,0,0,0
7.58,-37.1132,-91.4497,0,0,0,50,0,0,104,72.1883,456.593,0,0,0,0,0,0,0
7.59,-76.3904,-62.4733,0,0,0,50,0,0,104.5,72.2459,457.578,0,0,0,0,0,0,0
7.6,-96.9756,-18.2231,0,0,0,50,0,0,105,72.3032,458.562,0,0,0,0,0,0,0
7.61,-93.8381,30.4748,0,0,0,50,0,0,105.5,72.3603,459.546,0,0,0,0,0,0,0
7.62,-67.7502,71.7089,0,0,0,50,0,0,106,72.4172,460.53,0,0,0,0,0,0,0
7.63,-25.0973,95.3957,0,0,0,50,0,0,106.5,72.4738,461.514,0,0,0,0,0,0,0
7.64,23.6849,95.7454,0,0,0,50,0,0,107,72.5302,462.498,0,0,0,0,0,0,0
7.65,66.664,72.6776,0,0,0,50,0,0,107.5,72.5864,463.482,0,0,0,0,0,0,0
7.66,93.3293,31.839,0,0,0,50,0,0,108,72.6423,464.466,0,0,0,0,0,0,0
7.67,97.1623,-16.7783,0,0,0,50,0,0,108.5,72.6979,465.449,0,0,0,0,0,0,0
7.68,77.2305,-61.2816,0,0,0,50,0,0,109,72.7533,466.433,0,0,0,0,0,0,0
7.69,38.4137,-90.7873,0,0,0,50,0,0,109.5,72.8085,467.416,0,0,0,0,0,0,0
7.7,-9.79024,-98.0819,0,0,0,50,0,0,110,72.8635,468.4,0,0,0,0,0,0,0
7.71,-55.5895,-81.3859,0,0,0,50,0,0,110.5,72.9182,469.383,0,0,0,0,0,0,0
7.72,-87.783,-44.788,0,0,0,50,0,0,111,72.9727,470.366,0,0,0,0,0,0,0
7.73,-98.4996,2.75659,0,0,0,50,0,0,111.5,73.0269,471.349,0,0,0,0,0,0,0
7.74,-85.1228,49.6169,0,0,0,50,0,0,112,73.0809,472.332,0,0,0,0,0,0,0
7.75,-50.9294,84.332,0,0,0,50,0,0,112.5,73.1346,473.315,0,0,0,0,0,0,0
7.76,-4.28671,98.4138,0,0,0,50,0,0,113,73.1881,474.298,0,0,0,0,0,0,0
7.77,43.3946,88.4224,0,0,0,50,0,0,113.5,73.2414,475.281,0,0,0,0,0,0,0
7.78,80.4523,56.8066,0,0,0,50,0,0,114,73.2944,476.263,0,0,0,0,0,0,0
7.79,97.8251,11.3037,0,0,0,50,0,0,114.5,73.3472,477.246,0,0,0,0,0,0,0
7.8,91.2681,-36.9544,0,0,0,50,0,0,115,73.3998,478.228,0,0,0,0,0,0,0
7.81,62.3899,-76.164,0,0,0,50,0,0,115.5,73.4521,479.211,0,0,0,0,0,0,0
7.82,18.2584,-96.737,0,0,0,50,0,0,116,73.5042,480.193,0,0,0,0,0,0,0
7.83,-30.3295,-93.6456,0,0,0,50,0,0,116.5,73.556,481.175,0,0,0,0,0,0,0
7.84,-71.4891,-67.6509,0,0,0,50,0,0,117,73.6076,482.157,0,0,0,0,0,0,0
7.85,-95.1552,-25.1155,0,0,0,50,0,0,117.5,73.659,483.139,0,0,0,0,0,0,0
7.86,-95.5431,23.5537,0,0,0,50,0,0,118,73.7101,484.121,0,0,0,0,0,0,0
7.87,-72.5629,66.4519,0,0,0,50,0,0,118.5,73.761,485.103,0,0,0,0,0,0,0
7.88,-31.84,93.0882,0,0,0,50,0,0,119,73.8116,486.085,0,0,0,0,0,0,0
7.89,16.6619,96.9513,0,0,0,50,0,0,119.5,73.862,487.066,0,0,0,0,0,0,0
7.9,61.0784,77.101,0,0,0,50,0,0,120,73.9122,488.048,0,0,0,0,0,0,0
7.91,90.5468,38.3974,0,0,0,50,0,0,120.5,73.9621,489.029,0,0,0,0,0,0,0
7.92,97.8631,-9.68927,0,0,0,50,0,0,121,74.0118,490.011,0,0,0,0,0,0,0
7.93,81.2423,-55.3961,0,0,0,50,0,0,121.5,74.0613,490.992,0,0,0,0,0,0,0
7.94,44.7546,-87.5444,0,0,0,50,0,0,122,74.1105,491.973,0,0,0,0,0,0,0
7.95,-2.67153,-98.2742,0,0,0,50,0,0,122.5,74.1594,492.954,0,0,0,0,0,0,0
7.96,-49.4343,-84.9658,0,0,0,50,0,0,123,74.2082,493.935,0,0,0,0,0,0,0
7.97,-84.0965,-50.8791,0,0,0,50,0,0,123.5,74.2567,494.916,0,0,0,0,0,0,0
7.98,-98.183,-4.35543,0,0,0,50,0,0,124,74.3049,495.897,0,0,0,0,0,0,0
7.99,-88.2528,43.2237,0,0,0,50,0,0,124.5,74.353,496.878,0,0,0,0,0,0,0
8,-56.7397,80.2211,0,0,0,50,0,0,125,74.4008,497.858,0,0,0,0,0,0,0
8.01,-11.3557,97.5901,0,0,0,50,0,0,125.5,74.4483,498.839,0,0,0,0,0,0,0
8.02,36.7961,91.0867,0,0,0,50,0,0,126,74.4956,499.819,0,0,0,0,0,0,0
8.03,75.9382,62.3066,0,0,0,50,0,0,126.5,74.5427,500.8,0,0,0,0,0,0,0
8.04,96.4989,18.2935,0,0,0,50,0,0,127,74.5895,501.78,0,0,0,0,0,0,0
8.05,93.4535,-30.1846,0,0,0,50,0,0,127.5,74.6361,502.76,0,0,0,0,0,0,0
8.06,67.5517,-71.2699,0,0,0,50,0,0,128,74.6825,503.74,0,0,0,0,0,0,0
8.07,25.1335,-94.9153,0,0,0,50,0,0,128.5,74.7286,504.72,0,0,0,0,0,0,0
8.08,-23.423,-95.3412,0,0,0,50,0,0,129,74.7745,505.7,0,0,0,0,0,0,0
8.09,-66.2404,-72.4483,0,0,0,50,0,0,129.5,74.8201,506.68,0,0,0,0,0,0,0
8.1,-92.8477,-31.8408,0,0,0,50,0,0,130,74.8655,507.66,0,0,0,0,0,0,0
8.11,-96.7406,16.5459,0,0,0,50,0,0,130.5,74.9107,508.639,0,0,0,0,0,0,0
8.12,-76.9717,60.8756,0,0,0,50,0,0,131,74.9556,509.619,0,0,0,0,0,0,0
8.13,-38.3811,90.307,0,0,0,50,0,0,131.5,75.0003,510.598,0,0,0,0,0,0,0
8.14,9.5887,97.6447,0,0,0,50,0,0,132,75.0448,511.578,0,0,0,0,0,0,0
8.15,55.2032,81.0988,0,0,0,50,0,0,132.5,75.089,512.557,0,0,0,0,0,0,0
8.16,87.3064,44.7211,0,0,0,50,0,0,133,75.133,513.536,0,0,0,0,0,0,0
8.17,98.0493,-2.58686,0,0,0,50,0,0,133.5,75.1767,514.515,0,0,0,0,0,0,0
8.18,84.809,-49.2522,0,0,0,50,0,0,134,75.2202,515.494,0,0,0,0,0,0,0
8.19,50.8287,-83.8616,0,0,0,50,0,0,134.5,75.2635,516.473,0,0,0,0,0,0,0
8.2,4.4238,-97.9527,0,0,0,50,0,0,135,75.3065,517.452,0,0,0,0,0,0,0
8.21,-43.0533,-88.0834,0,0,0,50,0,0,135.5,75.3493,518.43,0,0,0,0,0,0,0
8.22,-79.9904,-56.6726,0,0,0,50,0,0,136,75.3919,519.409,0,0,0,0,0,0,0
8.23,-97.3555,-11.4074,0,0,0,50,0,0,136.5,75.4342,520.388,0,0,0,0,0,0,0
8.24,-90.9057,36.6383,0,0,0,50,0,0,137,75.4763,521.366,0,0,0,0,0,0,0
8.25,-62.2233,75.7129,0,0,0,50,0,0,137.5,75.5182,522.344,0,0,0,0,0,0,0
8.26,-18.3284,96.2613,0,0,0,50,0,0,138,75.5598,523.323,0,0,0,0,0,0,0
8.27,30.0402,93.2617,0,0,0,50,0,0,138.5,75.6011,524.301,0,0,0,0,0,0,0
8.28,71.0513,67.4526,0,0,0,50,0,0,139,75.6423,525.279,0,0,0,0,0,0,0
8.29,94.6759,25.1513,0,0,0,50,0,0,139.5,75.6832,526.257,0,0,0,0,0,0,0
8.3,95.1396,-23.2927,0,0,0,50,0,0,140,75.7239,527.235,0,0,0,0,0,0,0
8.31,72.3339,-66.0295,0,0,0,50,0,0,140.5,75.7643,528.212,0,0,0,0,0,0,0
8.32,31.8414,-92.6077,0,0,0,50,0,0,141,75.8045,529.19,0,0,0,0,0,0,0
8.33,-16.4304,-96.5303,0,0,0,50,0,0,141.5,75.8444,530.168,0,0,0,0,0,0,0
8.34,-60.6735,-76.8424,0,0,0,50,0,0,142,75.8842,531.145,0,0,0,0,0,0,0
8.35,-90.0677,-38.3645,0,0,0,50,0,0,142.5,75.9236,532.122,0,0,0,0,0,0,0
8.36,-97.4268,9.48855,0,0,0,50,0,0,143,75.9629,533.1,0,0,0,0,0,0,0
8.37,-80.9555,55.0108,0,0,0,50,0,0,143.5,76.0019,534.077,0,0,0,0,0,0,0
8.38,-44.6876,87.0689,0,0,0,50,0,0,144,76.0407,535.054,0,0,0,0,0,0,0
8.39,2.50255,97.8248,0,0,0,50,0,0,144.5,76.0792,536.031,0,0,0,0,0,0,0
8.4,49.0707,84.6524,0,0,0,50,0,0,145,76.1175,537.008,0,0,0,0,0,0,0
8.41,83.6272,50.7782,0,0,0,50,0,0,145.5,76.1556,537.985,0,0,0,0,0,0,0
8.42,97.7228,4.49183,0,0,0,50,0,0,146,76.1934,538.962,0,0,0,0,0,0,0
8.43,87.9143,-42.8835,0,0,0,50,0,0,146.5,76.231,539.938,0,0,0,0,0,0,0
8.44,56.6056,-79.7603,0,0,0,50,0,0,147,76.2684,540.915,0,0,0,0,0,0,0
8.45,11.4588,-97.1215,0,0,0,50,0,0,147.5,76.3055,541.891,0,0,0,0,0,0,0
8.46,-36.4811,-90.7249,0,0,0,50,0,0,148,76.3424,542.868,0,0,0,0,0,0,0
8.47,-75.4883,-62.1401,0,0,0,50,0,0,148.5,76.379,543.844,0,0,0,0,0,0,0
8.48,-96.0243,-18.3629,0,0,0,50,0,0,149,76.4154,544.82,0,0,0,0,0,0,0
8.49,-93.0702,29.8963,0,0,0,50,0,0,149.5,76.4516,545.796,0,0,0,0,0,0,0
8.5,-67.3535,70.8332,0,0,0,50,0,0,150,76.4876,546.772,0,0,0,0,0,0,0
8.51,-25.1688,94.4371,0,0,0,50,0,0,150.5,76.5233,547.748,0,0,0,0,0,0,0
8.52,23.1629,94.9384,0,0,0,50,0,0,151,76.5588,548.724,0,0,0,0,0,0,0
8.53,65.8192,72.2195,0,0,0,50,0,0,151.5,76.594,549.7,0,0,0,0,0,0,0
8.54,92.3683,31.8418,0,0,0,50,0,0,152,76.629,550.675,0,0,0,0,0,0,0
8.55,96.3204,-16.3154,0,0,0,50,0,0,152.5,76.6638,551.651,0,0,0,0,0,0,0
8.56,76.7134,-60.4719,0,0,0,50,0,0,153,76.6983,552.626,0,0,0,0,0,0,0
8.57,38.3478,-89.8289,0,0,0,50,0,0,153.5,76.7326,553.602,0,0,0,0,0,0,0
8.58,-9.38879,-97.2092,0,0,0,50,0,0,154,76.7666,554.577,0,0,0,0,0,0,0
8.59,-54.8191,-80.8124,0,0,0,50,0,0,154.5,76.8005,555.552,0,0,0,0,0,0,0
8.6,-86.8321,-44.6539,0,0,0,50,0,0,155,76.8341,556.527,0,0,0,0,0,0,0
8.61,-97.6008,2.41862,0,0,0,50,0,0,155.5,76.8674,557.502,0,0,0,0,0,0,0
8.62,-84.496,48.8897,0,0,0,50,0,0,156,76.9005,558.477,0,0,0,0,0,0,0
8.63,-50.7277,83.3934,0,0,0,50,0,0,156.5,76.9334,559.452,0,0,0,0,0,0,0
8.64,-4.55951,97.4934,0,0,0,50,0,0,157,76.9661,560.426,0,0,0,0,0,0,0
8.65,42.7142,87.7454,0,0,0,50,0,0,157.5,76.9985,561.401,0,0,0,0,0,0,0
8.66,79.5308,56.5385,0,0,0,50,0,0,158,77.0307,562.375,0,0,0,0,0,0,0
8.67,96.888,11.51,0,0,0,50,0,0,158.5,77.0626,563.35,0,0,0,0,0,0,0
8.68,90.5445,-36.3243,0,0,0,50,0,0,159,77.0943,564.324,0,0,0,0,0,0,0
8.69,62.0568,-75.2642,0,0,0,50,0,0,159.5,77.1258,565.298,0,0,0,0,0,0,0
8.7,18.3972,-95.7878,0,0,0,50,0,0,160,77.157,566.272,0,0,0,0,0,0,0
8.71,-29.7528,-92.8791,0,0,0,50,0,0,160.5,77.188,567.246,0,0,0,0,0,0,0
8.72,-70.6158,-67.2545,0,0,0,50,0,0,161,77.2188,568.22,0,0,0,0,0,0,0
8.73,-94.1988,-25.1861,0,0,0,50,0,0,161.5,77.2494,569.194,0,0,0,0,0,0,0
8.74,-94.7376,23.0335,0,0,0,50,0,0,162,77.2797,570.168,0,0,0,0,0,0,0
8.75,-72.1052,65.6094,0,0,0,50,0,0,162.5,77.3097,571.141,0,0,0,0,0,0,0
8.76,-31.842,92.1295,0,0,0,50,0,0,163,77.3396,572.115,0,0,0,0,0,0,0
